old_url,page_type,proposed_new_url,redirect_target,redirect_type,confidence,notes
https://parkingyou.nl/nl/locaties/regio-gelderland/parkingyou-pathe-ede-/id=61,location,/parkeren/regio-gelderland/pathe-ede,/parkeren/regio-gelderland/pathe-ede,301,high,Trailing hyphen in the old slug.
https://parkingyou.nl/nl/lp/waardekaarten-voor-gratis-parkeren,poi-landing,/zakelijk/waardekaarten,/zakelijk/waardekaarten,301,medium,Filed under lp but it is a product page not a POI page.
https://parkingyou.nl/nl/lp/vergelijk-parkeertarieven-en-kies-de-beste-deal-in-amsterdam,poi-landing,/parkeren/amsterdam/tarieven,/parkeren/amsterdam/tarieven,301,medium,Comparison landing page per city.
https://parkingyou.nl/nl/lp/vergelijk-parkeertarieven-en-kies-de-beste-deal-in-rotterdam,poi-landing,/parkeren/rotterdam/tarieven,/parkeren/rotterdam/tarieven,301,medium,
https://parkingyou.nl/nl/abonnementen,product,/abonnementen,/abonnementen,301,high,
https://parkingyou.nl/nl/strippenkaarten,product,/parkingpass,/parkingpass,301,high,ParkingPass. Old slug is strippenkaarten.
https://parkingyou.nl/nl/strippenkaarten/location=5/credits=25,product-params,,/parkingpass,301,high,Product configuration in the path. Collapse with a wildcard.
https://parkingyou.nl/nl/alles-over-onze-parkeeroplossingen,content,/parkeeroplossingen,/parkeeroplossingen,301,medium,Overlaps zakelijk. Consider folding in rather than keeping.
https://parkingyou.nl/nl/zakelijk,business,/zakelijk,/zakelijk,301,high,
https://parkingyou.nl/nl/zakelijk/zakelijk-beheer-voor-vastgoedeigenaren,business,/zakelijk/vastgoedeigenaren,/zakelijk/vastgoedeigenaren,301,high,
https://parkingyou.nl/nl/zakelijk/voordelige-parkings-voor-uw-luchthavenshuttle,business,/zakelijk/luchthavenshuttle,/zakelijk/luchthavenshuttle,301,high,
https://parkingyou.nl/nl/zakelijk/waardekaarten,business,/zakelijk/waardekaarten,/zakelijk/waardekaarten,301,high,Merge target for the lp waardekaarten page above.
https://parkingyou.nl/nl/zakelijk/affiliateprogramma,business,/zakelijk/affiliateprogramma,/zakelijk/affiliateprogramma,301,high,
https://parkingyou.nl/nl/nieuws,news-index,/nieuws,/nieuws,301,high,
https://parkingyou.nl/nl/nieuws/parkingyou-breidt-haar-positie-verder-uit-in-amsterdam-/id=107,news,/nieuws/parkingyou-breidt-positie-uit-in-amsterdam,/nieuws/parkingyou-breidt-positie-uit-in-amsterdam,301,high,Trailing hyphen before the id segment.
https://parkingyou.nl/nl/nieuws/amsterdam-wordt-750-jaar-mijd-de-a10/id=313,news,/nieuws/amsterdam-wordt-750-jaar,/nieuws/amsterdam-wordt-750-jaar,301,high,
https://parkingyou.nl/nl/nieuws/tip-marathon-eindhoven-/id=241,news,/nieuws/tip-marathon-eindhoven,/nieuws/tip-marathon-eindhoven,301,high,
https://parkingyou.nl/nl/nieuws/tip-van-de-week-de-leukste-winkelgebieden-in-eindhoven/id=85,news,/nieuws/leukste-winkelgebieden-in-eindhoven,/nieuws/leukste-winkelgebieden-in-eindhoven,301,high,
https://parkingyou.nl/nl/nieuws/voordelig-parkeren-tijdens-groots-met-een-zachte-g-/id=231,news,/nieuws/parkeren-groots-met-een-zachte-g,/nieuws/parkeren-groots-met-een-zachte-g,301,high,
https://parkingyou.nl/nl/nieuws/meet-the-team-maak-kennis-met-roel-/id=103,news,/nieuws/meet-the-team-roel,/nieuws/meet-the-team-roel,301,high,
https://parkingyou.nl/nl/nieuws/wat-wilde-je-vroeger-als-kind-worden-we-vroegen-het-aan-de-parkingyou-collegas-tijdens-hun-trip-naar-ibiza/id=215,news,/nieuws/wat-wilde-je-vroeger-worden,/nieuws/wat-wilde-je-vroeger-worden,301,high,
https://parkingyou.nl/nl/nieuws/vacature-alert-klantenservice-medewerker/id=285,news,/nieuws/vacature-klantenservice-medewerker,/nieuws/vacature-klantenservice-medewerker,301,high,
https://parkingyou.nl/nl/nieuws/meet-the-team-maak-kennis-met-marloes-/nieuws,news-malformed,,/nieuws/meet-the-team-marloes,301,high,Article slug with a trailing section segment instead of an id. Crawl trap variant.
https://parkingyou.nl/nl/news/klantenservice,news-malformed,,/klantenservice,301,high,English section segment inside a Dutch path.
https://parkingyou.nl/nl/news/klantenservice/p=3,news-pagination,,/klantenservice,301,high,Pagination as a path segment.
https://parkingyou.nl/nl/news/producten,news-malformed,,/parkeeroplossingen,301,medium,
https://parkingyou.nl/nl/producten/klantenservice/werken-bij-parkingyou/producten,crawl-trap,,/parkeeroplossingen,301,high,Visited sections accumulate as path segments. Unbounded URL space. See methodology note.
https://parkingyou.nl/nl/klantenservice/nieuws/producten/werken-bij-parkingyou/klantenservice/team,crawl-trap,,/over-ons/team,301,high,Same trap six segments deep.
https://parkingyou.nl/nl/over/parkingyou,about,/over-ons,/over-ons,301,high,
https://parkingyou.nl/nl/over/contact,contact,/contact,/contact,301,high,
https://parkingyou.nl/nl/over/vacatures,careers,/werken-bij,/werken-bij,301,high,
https://parkingyou.nl/nl/over/klantenservice,support,/klantenservice,/klantenservice,301,high,Corrected from rendered HTML. It sits under /over/ not at the root. Becomes the FAQ and contact hub.
https://parkingyou.nl/nl/over/nieuwsbriefabonnement,newsletter,/nieuwsbrief,/nieuwsbrief,301,high,Confirmed from the site navigation. Missed by the index-derived inventory.
https://parkingyou.nl/nl/marketing,unknown,,/,301,low,Purpose unclear and it is indexed. Confirm whether it should exist at all.
https://parkingyou.nl/nl/privacy,legal,/privacybeleid,/privacybeleid,301,high,
https://parkingyou.nl/nl/cookies,legal,/cookiebeleid,/cookiebeleid,301,high,
https://parkingyou.nl/nl/algemene-voorwaarden,legal,/algemene-voorwaarden,/algemene-voorwaarden,301,high,
https://parkingyou.nl/nl/language=en,language-switch,,/,301,high,Language switcher is an indexable URL and its title still reads Voordeligparkeren.nl. Must not survive.
